,Institucion,Enfermedad,Year
7457,Okayama University,high mobility group box 1,2019
7458,Okayama University,revascularization,2019
7459,Okayama University,vascular endothelial growth factor ,2019
7460,Okayama University,Angiogenesis,2019
7461,Okayama University,cerebral hypoperfusion,2019
7462,Okayama University,encephalo myo synangiosis,2019
7463,Okayama University,endothelial progenitor cells,2019
7464,Okayama University,high mobility group box 1,2019
7465,Okayama University,revascularization,2019
7466,Okayama University,vascular endothelial growth factor ,2019
7467,Okayama University,Angiogenesis,2019
7468,Okayama University,cerebral hypoperfusion,2019
7469,Okayama University,encephalo myo synangiosis,2019
7470,Okayama University,endothelial progenitor cells,2019
7471,Okayama University,high mobility group box 1,2019
7472,Okayama University,revascularization,2019
7473,Okayama University,vascular endothelial growth factor ,2019
7474,University of Leeds,B cell lymphoma,2018
7475,University of Leeds,germinal center,2018
7476,University of Leeds,lymphomagenesis,2018
7477,University of Leeds,nuclear factor κB,2018
7478,University of Leeds,therapeutic ,2018
7479,University of Leeds,B cell lymphoma,2018
7480,University of Leeds,germinal center,2018
7481,University of Leeds,lymphomagenesis,2018
7482,University of Leeds,nuclear factor κB,2018
7483,University of Leeds,therapeutic ,2018
7484,Cidade Universitária,calcium content,2021
7485,Cidade Universitária,functional properties,2021
7486,Cidade Universitária,pasta filata cheese,2021
7487,Cidade Universitária,stretching temperature ,2021
7488,Federal University of Paraíba,calcium content,2021
7489,Federal University of Paraíba,functional properties,2021
7490,Federal University of Paraíba,pasta filata cheese,2021
7491,Federal University of Paraíba,stretching temperature ,2021
7492,The Rotunda Hospital,Milrinone,2018
7493,The Rotunda Hospital,Neonates,2018
7494,The Rotunda Hospital,Nitric oxide,2018
7495,The Rotunda Hospital,Phosphodiesterase,2018
7496,The Rotunda Hospital,Pulmonary hypertension ,2018
7497,Stead Family Department of Pediatrics,Milrinone,2018
7498,Stead Family Department of Pediatrics,Neonates,2018
7499,Stead Family Department of Pediatrics,Nitric oxide,2018
7500,Stead Family Department of Pediatrics,Phosphodiesterase,2018
7501,Stead Family Department of Pediatrics,Pulmonary hypertension ,2018
7502,The Rotunda Hospital,Milrinone,2018
7503,The Rotunda Hospital,Neonates,2018
7504,The Rotunda Hospital,Nitric oxide,2018
7505,The Rotunda Hospital,Phosphodiesterase,2018
7506,The Rotunda Hospital,Pulmonary hypertension ,2018
7507,The Rotunda Hospital,Milrinone,2018
7508,The Rotunda Hospital,Neonates,2018
7509,The Rotunda Hospital,Nitric oxide,2018
7510,The Rotunda Hospital,Phosphodiesterase,2018
7511,The Rotunda Hospital,Pulmonary hypertension ,2018
7512,The Rotunda Hospital,Milrinone,2018
7513,The Rotunda Hospital,Neonates,2018
7514,The Rotunda Hospital,Nitric oxide,2018
7515,The Rotunda Hospital,Phosphodiesterase,2018
7516,The Rotunda Hospital,Pulmonary hypertension ,2018
7517,The Rotunda Hospital,Milrinone,2018
7518,The Rotunda Hospital,Neonates,2018
7519,The Rotunda Hospital,Nitric oxide,2018
7520,The Rotunda Hospital,Phosphodiesterase,2018
7521,The Rotunda Hospital,Pulmonary hypertension ,2018
7522,The Rotunda Hospital,Milrinone,2018
7523,The Rotunda Hospital,Neonates,2018
7524,The Rotunda Hospital,Nitric oxide,2018
7525,The Rotunda Hospital,Phosphodiesterase,2018
7526,The Rotunda Hospital,Pulmonary hypertension ,2018
7527,The Rotunda Hospital,Milrinone,2018
7528,The Rotunda Hospital,Neonates,2018
7529,The Rotunda Hospital,Nitric oxide,2018
7530,The Rotunda Hospital,Phosphodiesterase,2018
7531,The Rotunda Hospital,Pulmonary hypertension ,2018
7532,Radboud University Medical Center,Milrinone,2018
7533,Radboud University Medical Center,Neonates,2018
7534,Radboud University Medical Center,Nitric oxide,2018
7535,Radboud University Medical Center,Phosphodiesterase,2018
7536,Radboud University Medical Center,Pulmonary hypertension ,2018
7537,The Rotunda Hospital,Milrinone,2018
7538,The Rotunda Hospital,Neonates,2018
7539,The Rotunda Hospital,Nitric oxide,2018
7540,The Rotunda Hospital,Phosphodiesterase,2018
7541,The Rotunda Hospital,Pulmonary hypertension ,2018
7542,Our Lady's Children's Hospital Crumlin,Milrinone,2018
7543,Our Lady's Children's Hospital Crumlin,Neonates,2018
7544,Our Lady's Children's Hospital Crumlin,Nitric oxide,2018
7545,Our Lady's Children's Hospital Crumlin,Phosphodiesterase,2018
7546,Our Lady's Children's Hospital Crumlin,Pulmonary hypertension ,2018
7547,University College Cork,Milrinone,2018
7548,University College Cork,Neonates,2018
7549,University College Cork,Nitric oxide,2018
7550,University College Cork,Phosphodiesterase,2018
7551,University College Cork,Pulmonary hypertension ,2018
7552,Kermanshah University of Medical Sciences,Inflammation,2019
7553,Kermanshah University of Medical Sciences,Myeloid derived suppressor cells MDSCs ,2019
7554,Kermanshah University of Medical Sciences,rheumatoid arthritis RA ,2019
7555,Kermanshah University of Medical Sciences,Inflammation,2019
7556,Kermanshah University of Medical Sciences,Myeloid derived suppressor cells MDSCs ,2019
7557,Kermanshah University of Medical Sciences,rheumatoid arthritis RA ,2019
7558,Kermanshah University of Medical Sciences,Inflammation,2019
7559,Kermanshah University of Medical Sciences,Myeloid derived suppressor cells MDSCs ,2019
7560,Kermanshah University of Medical Sciences,rheumatoid arthritis RA ,2019
7561,Kermanshah University of Medical Sciences,Inflammation,2019
7562,Kermanshah University of Medical Sciences,Myeloid derived suppressor cells MDSCs ,2019
7563,Kermanshah University of Medical Sciences,rheumatoid arthritis RA ,2019
7564,Queen Elizabeth University Hospital,Carbonic anhydrase inhibitors,2017
7565,Queen Elizabeth University Hospital,Idiopathic intracranial hypertension,2017
7566,Queen Elizabeth University Hospital,Topiramate,2017
7567,Queen Elizabeth University Hospital,Ventriculoperitoneal shunt ,2017
7568,Southampton University Hospital,Carbonic anhydrase inhibitors,2017
7569,Southampton University Hospital,Idiopathic intracranial hypertension,2017
7570,Southampton University Hospital,Topiramate,2017
7571,Southampton University Hospital,Ventriculoperitoneal shunt ,2017
7572,University of Minnesota,CRISPR Cas,2021
7573,University of Minnesota,Cell based therapy,2021
7574,University of Minnesota,Genome engineering,2021
7575,University of Minnesota,Immunotherapy,2021
7576,University of Minnesota,Lipofection,2021
7577,University of Minnesota,NK cells,2021
7578,University of Minnesota,Nonviral,2021
7579,University of Minnesota,Nucleofection,2021
7580,University of Minnesota,Transposon ,2021
7581,University of Minnesota,CRISPR Cas,2021
7582,University of Minnesota,Cell based therapy,2021
7583,University of Minnesota,Genome engineering,2021
7584,University of Minnesota,Immunotherapy,2021
7585,University of Minnesota,Lipofection,2021
7586,University of Minnesota,NK cells,2021
7587,University of Minnesota,Nonviral,2021
7588,University of Minnesota,Nucleofection,2021
7589,University of Minnesota,Transposon ,2021
7590,University of Minnesota,CRISPR Cas,2021
7591,University of Minnesota,Cell based therapy,2021
7592,University of Minnesota,Genome engineering,2021
7593,University of Minnesota,Immunotherapy,2021
7594,University of Minnesota,Lipofection,2021
7595,University of Minnesota,NK cells,2021
7596,University of Minnesota,Nonviral,2021
7597,University of Minnesota,Nucleofection,2021
7598,University of Minnesota,Transposon ,2021
7599,University of Minnesota,CRISPR Cas,2021
7600,University of Minnesota,Cell based therapy,2021
7601,University of Minnesota,Genome engineering,2021
7602,University of Minnesota,Immunotherapy,2021
7603,University of Minnesota,Lipofection,2021
7604,University of Minnesota,NK cells,2021
7605,University of Minnesota,Nonviral,2021
7606,University of Minnesota,Nucleofection,2021
7607,University of Minnesota,Transposon ,2021
7608,Medical College of Wisconsin,Children,2020
7609,Medical College of Wisconsin,Complications,2020
7610,Medical College of Wisconsin,Feeding tube,2020
7611,Medical College of Wisconsin,Gastrojejunostomy,2020
7612,Medical College of Wisconsin,Gastrostomy,2020
7613,Medical College of Wisconsin,Interventional radiology,2020
7614,Medical College of Wisconsin,Percutaneous,2020
7615,Medical College of Wisconsin,Stomach ,2020
7616,Medical College of Wisconsin,Children,2020
7617,Medical College of Wisconsin,Complications,2020
7618,Medical College of Wisconsin,Feeding tube,2020
7619,Medical College of Wisconsin,Gastrojejunostomy,2020
7620,Medical College of Wisconsin,Gastrostomy,2020
7621,Medical College of Wisconsin,Interventional radiology,2020
7622,Medical College of Wisconsin,Percutaneous,2020
7623,Medical College of Wisconsin,Stomach ,2020
7624,Nemours Children's Health System,Children,2020
7625,Nemours Children's Health System,Complications,2020
7626,Nemours Children's Health System,Feeding tube,2020
7627,Nemours Children's Health System,Gastrojejunostomy,2020
7628,Nemours Children's Health System,Gastrostomy,2020
7629,Nemours Children's Health System,Interventional radiology,2020
7630,Nemours Children's Health System,Percutaneous,2020
7631,Nemours Children's Health System,Stomach ,2020
7632,Medical College of Wisconsin,Children,2020
7633,Medical College of Wisconsin,Complications,2020
7634,Medical College of Wisconsin,Feeding tube,2020
7635,Medical College of Wisconsin,Gastrojejunostomy,2020
7636,Medical College of Wisconsin,Gastrostomy,2020
7637,Medical College of Wisconsin,Interventional radiology,2020
7638,Medical College of Wisconsin,Percutaneous,2020
7639,Medical College of Wisconsin,Stomach ,2020
7640,Medical College of Wisconsin,Children,2020
7641,Medical College of Wisconsin,Complications,2020
7642,Medical College of Wisconsin,Feeding tube,2020
7643,Medical College of Wisconsin,Gastrojejunostomy,2020
7644,Medical College of Wisconsin,Gastrostomy,2020
7645,Medical College of Wisconsin,Interventional radiology,2020
7646,Medical College of Wisconsin,Percutaneous,2020
7647,Medical College of Wisconsin,Stomach ,2020
7648,Derriford Hospital,Integrated care systems,2019
7649,Derriford Hospital,cancer,2019
7650,Derriford Hospital,enhanced recovery,2019
7651,Derriford Hospital,perioperative care,2019
7652,Derriford Hospital,prehabilitation ,2019
7653,Manchester University NHS Foundation Trust,Integrated care systems,2019
7654,Manchester University NHS Foundation Trust,cancer,2019
7655,Manchester University NHS Foundation Trust,enhanced recovery,2019
7656,Manchester University NHS Foundation Trust,perioperative care,2019
7657,Manchester University NHS Foundation Trust,prehabilitation ,2019
7658,Medical University of Wroclaw,Crohn s disease,2021
7659,Medical University of Wroclaw,prebiotic,2021
7660,Medical University of Wroclaw,probiotic,2021
7661,Medical University of Wroclaw,synbiotic,2021
7662,Medical University of Wroclaw,ulcerative colitis ,2021
7663,Medical University of Wroclaw,Crohn s disease,2021
7664,Medical University of Wroclaw,prebiotic,2021
7665,Medical University of Wroclaw,probiotic,2021
7666,Medical University of Wroclaw,synbiotic,2021
7667,Medical University of Wroclaw,ulcerative colitis ,2021
7668,Government Medical College and Hospital,COVID 19,2021
7669,Government Medical College and Hospital,Drug safety,2021
7670,Government Medical College and Hospital,Hydroxychloroquine,2021
7671,Government Medical College and Hospital,Novel coronavirus,2021
7672,Government Medical College and Hospital,Prophylaxis,2021
7673,Government Medical College and Hospital,QTc prolongation,2021
7674,Government Medical College and Hospital,SARS CoV 2 ,2021
7675,All India Institute of Medical Sciences,COVID 19,2021
7676,All India Institute of Medical Sciences,Drug safety,2021
7677,All India Institute of Medical Sciences,Hydroxychloroquine,2021
7678,All India Institute of Medical Sciences,Novel coronavirus,2021
7679,All India Institute of Medical Sciences,Prophylaxis,2021
7680,All India Institute of Medical Sciences,QTc prolongation,2021
7681,All India Institute of Medical Sciences,SARS CoV 2 ,2021
7682,Postgraduate Institute of Medical Education and Research,COVID 19,2021
7683,Postgraduate Institute of Medical Education and Research,Drug safety,2021
